distance_m,led_power_mw,data_rate_kbps,dc_bias_ma,modulation_depth,capacitance_pf,temperature_k,ber,errors,snr_db,q_factor,eye_opening_percent,harvested_power_avg_uw,harvested_energy_pj,received_power_avg_uw,photocurrent_avg_ua,v_pv_rms_mv,v_data_rms_mv,v_dc_avg_mv,timestamp,n_bits,samples_per_bit
1.0,23.401600000000002,1000.0,200,0.9,100,300,0.01,10,-3.0079882993996416,2.3720685645706987,99.99999999551828,0.00018953051708140952,0.18953025799239226,2.1672161298005967,0.9102307745162505,14.345591107375297,10.146543359588895,0.208221608862396,2025-12-28T20:08:16.989753,1000,500
